drugs_name,drugs_slug,diseases_name,diseases_slug,createdAt,updatedAt
Flagyl,flagyl,Trichomoniasis,trichomoniasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Zoledronic acid,zoledronic-acid,Osteolytic Bone Lesions of Multiple Myeloma,osteolytic-bone-lesions-of-multiple-myeloma,2022/05/25 14:48:28,2022/05/25 14:48:28
Imuran,imuran,"Crohn's Disease, Maintenance",crohn-s-disease-maintenance,2022/05/25 14:48:28,2022/05/25 14:48:28
Amoxil,amoxil,Bacterial Infection,bacterial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxycycline,doxycycline,Pelvic Inflammatory Disease,pelvic-inflammatory-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Taclonex Scalp,taclonex-scalp,Psoriasis,psoriasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetaminophen / aspirin / caffeine / salicylamide,acetaminophen-aspirin-caffeine-salicylamide,Migraine,migraine,2022/05/25 14:48:28,2022/05/25 14:48:28
"Insulin inhalation, rapid acting",insulin-inhalation-rapid-acting,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Ultram,ultram,Rheumatoid Arthritis,rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Prozac,prozac,Hot Flashes,hot-flashes,2022/05/25 14:48:28,2022/05/25 14:48:28
Gris-PEG,gris-peg,"Onychomycosis, Toenail",onychomycosis-toenail,2022/05/25 14:48:28,2022/05/25 14:48:28
Flagyl,flagyl,Intraabdominal Infection,intraabdominal-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Asendin,asendin,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Dulcolax Laxative,dulcolax-laxative,Bowel Preparation,bowel-preparation,2022/05/25 14:48:28,2022/05/25 14:48:28
Cyclosporine,cyclosporine,Idiopathic Thrombocytopenic Purpura,idiopathic-thrombocytopenic-purpura,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpheniramine / hydrocodone,chlorpheniramine-hydrocodone,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Ethinyl estradiol / norgestimate,ethinyl-estradiol-norgestimate,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Multaq,multaq,Atrial Flutte,atrial-flutte,2022/05/25 14:48:28,2022/05/25 14:48:28
Carbidopa / entacapone / levodopa,carbidopa-entacapone-levodopa,Parkinson's Disease,parkinson-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Mometasone,mometasone,Sinus Symptoms,sinus-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Dexamethasone,dexamethasone,Croup,croup,2022/05/25 14:48:28,2022/05/25 14:48:28
Halaven,halaven,"Breast Cancer, Metastatic",breast-cancer-metastatic,2022/05/25 14:48:28,2022/05/25 14:48:28
Omnitrope,omnitrope,Adult Human Growth Hormone Deficiency,adult-human-growth-hormone-deficiency,2022/05/25 14:48:28,2022/05/25 14:48:28
Luvox,luvox,Depression,depression,2022/05/25 14:48:28,2022/05/25 14:48:28
Neurontin,neurontin,85</span> users found this comment helpful.,85-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Alvesco,alvesco,Asthma,asthma,2022/05/25 14:48:28,2022/05/25 14:48:28
Bifidobacterium infantis / lactobacillus acidophilus,bifidobacterium-infantis-lactobacillus-acidophilus,Dietary Supplementation,dietary-supplementation,2022/05/25 14:48:28,2022/05/25 14:48:28
Atorvastatin,atorvastatin,"High Cholesterol, Familial Heterozygous",high-cholesterol-familial-heterozygous,2022/05/25 14:48:28,2022/05/25 14:48:28
Flovent HFA,flovent-hfa,"Asthma, Maintenance",asthma-maintenance,2022/05/25 14:48:28,2022/05/25 14:48:28
Kapidex,kapidex,Erosive Esophagitis,erosive-esophagitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Transderm-Scop,transderm-scop,Nausea/Vomiting,nausea-vomiting,2022/05/25 14:48:28,2022/05/25 14:48:28
Balsam peru / castor oil / trypsin,balsam-peru-castor-oil-trypsin,Dermatologic Lesion,dermatologic-lesion,2022/05/25 14:48:28,2022/05/25 14:48:28
Etanercept,etanercept,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Adempas,adempas,Pulmonary Hypertension,pulmonary-hypertension,2022/05/25 14:48:28,2022/05/25 14:48:28
Lamictal XR,lamictal-xr,Seizure Prevention,seizure-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Klonopin,klonopin,Restless Legs Syndrome,restless-legs-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Elinest,elinest,Birth Control,birth-control,2022/05/25 14:48:28,2022/05/25 14:48:28
Ornex,ornex,10</span> users found this comment helpful.,10-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Naloxone / pentazocine,naloxone-pentazocine,Chronic Pain,chronic-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Famciclovir,famciclovir,Herpes Zoste,herpes-zoste,2022/05/25 14:48:28,2022/05/25 14:48:28
Haloperidol,haloperidol,Nausea/Vomiting,nausea-vomiting,2022/05/25 14:48:28,2022/05/25 14:48:28
Famvir,famvir,Cold Sores,cold-sores,2022/05/25 14:48:28,2022/05/25 14:48:28
Niacin,niacin,"Hyperlipoproteinemia Type IV, Elevated VLDL",hyperlipoproteinemia-type-iv-elevated-vldl,2022/05/25 14:48:28,2022/05/25 14:48:28
Ziprasidone,ziprasidone,Tourette's Syndrome,tourette-s-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Sprintec,sprintec,0</span> users found this comment helpful.,0-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Pseudoephedrine / triprolidine,pseudoephedrine-triprolidine,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Bactroban,bactroban,Nasal Carriage of Staphylococcus aureus,nasal-carriage-of-staphylococcus-aureus,2022/05/25 14:48:28,2022/05/25 14:48:28
Lorazepam,lorazepam,Cervical Dystonia,cervical-dystonia,2022/05/25 14:48:28,2022/05/25 14:48:28
Yaz,yaz,2</span> users found this comment helpful.,2-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Canasa,canasa,"Ulcerative Colitis, Active",ulcerative-colitis-active,2022/05/25 14:48:28,2022/05/25 14:48:28
Ibandronate,ibandronate,Prevention of Osteoporosis,prevention-of-osteoporosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxy 100,doxy-100,Bacterial Infection,bacterial-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Valdecoxib,valdecoxib,Rheumatoid Arthritis,rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Promethazine,promethazine,Vertig,vertig,2022/05/25 14:48:28,2022/05/25 14:48:28
Dinoprostone,dinoprostone,Labor Induction,labor-induction,2022/05/25 14:48:28,2022/05/25 14:48:28
Warfarin,warfarin,"Deep Vein Thrombosis, Recurrent Event",deep-vein-thrombosis-recurrent-event,2022/05/25 14:48:28,2022/05/25 14:48:28
Vidaza,vidaza,Myelodysplastic Syndrome,myelodysplastic-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Requip XL,requip-xl,Parkinson's Disease,parkinson-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Warfarin,warfarin,Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,deep-vein-thrombosis-prophylaxis-after-knee-replacement-surgery,2022/05/25 14:48:28,2022/05/25 14:48:28
Lamictal,lamictal,Post Traumatic Stress Disorde,post-traumatic-stress-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Trandolapril / verapamil,trandolapril-verapamil,High Blood Pressure,high-blood-pressure,2022/05/25 14:48:28,2022/05/25 14:48:28
Albendazole,albendazole,Pinworm Infection (Enterobius vermicularis),pinworm-infection-enterobius-vermicularis-,2022/05/25 14:48:28,2022/05/25 14:48:28
Oramorph SR,oramorph-sr,Chronic Pain,chronic-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetylcysteine,acetylcysteine,Expectoration,expectoration,2022/05/25 14:48:28,2022/05/25 14:48:28
Tylenol 8 Hour,tylenol-8-hour,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Balsalazide,balsalazide,Ulcerative Colitis,ulcerative-colitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpheniramine / phenylephrine,chlorpheniramine-phenylephrine,Allergic Rhinitis,allergic-rhinitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Xifaxan,xifaxan,Crohn's Disease,crohn-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Metronidazole,metronidazole,"Crohn's Disease, Maintenance",crohn-s-disease-maintenance,2022/05/25 14:48:28,2022/05/25 14:48:28
Methylin,methylin,Narcolepsy,narcolepsy,2022/05/25 14:48:28,2022/05/25 14:48:28
Zelnorm,zelnorm,"Constipation, Chronic",constipation-chronic,2022/05/25 14:48:28,2022/05/25 14:48:28
Fluoxetine,fluoxetine,Binge Eating Disorde,binge-eating-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Dilantin,dilantin,Trigeminal Neuralgia,trigeminal-neuralgia,2022/05/25 14:48:28,2022/05/25 14:48:28
Cyclizine,cyclizine,Nausea/Vomiting,nausea-vomiting,2022/05/25 14:48:28,2022/05/25 14:48:28
Levoxyl,levoxyl,Hashimoto's disease,hashimoto-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Dyazide,dyazide,High Blood Pressure,high-blood-pressure,2022/05/25 14:48:28,2022/05/25 14:48:28
Cyproheptadine,cyproheptadine,Urticaria,urticaria,2022/05/25 14:48:28,2022/05/25 14:48:28
Trazodone,trazodone,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Nicotrol Inhaler,nicotrol-inhaler,8</span> users found this comment helpful.,8-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Azasite,azasite,"Conjunctivitis, Bacterial",conjunctivitis-bacterial,2022/05/25 14:48:28,2022/05/25 14:48:28
Nifedical XL,nifedical-xl,Raynaud's Syndrome,raynaud-s-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Ditropan XL,ditropan-xl,Prostatitis,prostatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Protonix,protonix,Erosive Esophagitis,erosive-esophagitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Spironolactone,spironolactone,Primary Hyperaldosteronism Diagnosis,primary-hyperaldosteronism-diagnosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Humira,humira,"Crohn's Disease, Maintenance",crohn-s-disease-maintenance,2022/05/25 14:48:28,2022/05/25 14:48:28
Ciprofloxacin,ciprofloxacin,Bronchitis,bronchitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Quinidine,quinidine,Arrhythmia,arrhythmia,2022/05/25 14:48:28,2022/05/25 14:48:28
Sodium hyaluronate,sodium-hyaluronate,Dermatitis,dermatitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Prolixin,prolixin,Psychosis,psychosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Esterified estrogens,esterified-estrogens,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxycycline,doxycycline,Malaria Prevention,malaria-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Imuran,imuran,Rheumatoid Arthritis,rheumatoid-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
ClearLax,clearlax,Constipation,constipation,2022/05/25 14:48:28,2022/05/25 14:48:28
Rabeprazole,rabeprazole,Barrett's Esophagus,barrett-s-esophagus,2022/05/25 14:48:28,2022/05/25 14:48:28
Tagamet,tagamet,Human Papilloma Virus,human-papilloma-virus,2022/05/25 14:48:28,2022/05/25 14:48:28
Eribulin,eribulin,"Breast Cancer, Metastatic",breast-cancer-metastatic,2022/05/25 14:48:28,2022/05/25 14:48:28
AndroGel,androgel,13</span> users found this comment helpful.,13-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Prezista,prezista,HIV Infection,hiv-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Olanzapine,olanzapine,Tourette's Syndrome,tourette-s-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Nabumetone,nabumetone,Muscle Pain,muscle-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Citric acid / potassium citrate,citric-acid-potassium-citrate,Urinary Tract Stones,urinary-tract-stones,2022/05/25 14:48:28,2022/05/25 14:48:28
Rosuvastatin,rosuvastatin,Atherosclerosis,atherosclerosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Lumigan,lumigan,"Glaucoma, Open Angle",glaucoma-open-angle,2022/05/25 14:48:28,2022/05/25 14:48:28
Advil PM,advil-pm,Insomnia,insomnia,2022/05/25 14:48:28,2022/05/25 14:48:28
Chlorpheniramine / pseudoephedrine,chlorpheniramine-pseudoephedrine,Sinusitis,sinusitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Clobetasol,clobetasol,Lichen Sclerosus,lichen-sclerosus,2022/05/25 14:48:28,2022/05/25 14:48:28
Urecholine,urecholine,Abdominal Distension,abdominal-distension,2022/05/25 14:48:28,2022/05/25 14:48:28
Coenzyme Q10,coenzyme-q10,23</span> users found this comment helpful.,23-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Capsaicin,capsaicin,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Azithromycin,azithromycin,"COPD, Acute",copd-acute,2022/05/25 14:48:28,2022/05/25 14:48:28
Exubera,exubera,"Diabetes, Type 1",diabetes-type-1,2022/05/25 14:48:28,2022/05/25 14:48:28
Proventil,proventil,"Asthma, Maintenance",asthma-maintenance,2022/05/25 14:48:28,2022/05/25 14:48:28
Tri-Lo-Sprintec,tri-lo-sprintec,Endometriosis,endometriosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Levocetirizine,levocetirizine,Not Listed / Othe,not-listed-othe,2022/05/25 14:48:28,2022/05/25 14:48:28
Concept DHA,concept-dha,Vitamin/Mineral Supplementation during Pregnancy/Lactation,vitamin-mineral-supplementation-during-pregnancy-lactation,2022/05/25 14:48:28,2022/05/25 14:48:28
Herceptin,herceptin,Salivary Gland Cance,salivary-gland-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Thorazine,thorazine,Light Sedation,light-sedation,2022/05/25 14:48:28,2022/05/25 14:48:28
Klonopin,klonopin,Seizure Prevention,seizure-prevention,2022/05/25 14:48:28,2022/05/25 14:48:28
Sulfamethoxazole / trimethoprim,sulfamethoxazole-trimethoprim,Prevention of Bladder infection,prevention-of-bladder-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Spironolactone,spironolactone,Edema,edema,2022/05/25 14:48:28,2022/05/25 14:48:28
Novolog,novolog,"Diabetes, Type 2",diabetes-type-2,2022/05/25 14:48:28,2022/05/25 14:48:28
Montelukast,montelukast,COPD,copd,2022/05/25 14:48:28,2022/05/25 14:48:28
Coumadin,coumadin,"Pulmonary Embolism, First Event",pulmonary-embolism-first-event,2022/05/25 14:48:28,2022/05/25 14:48:28
Sarna Sensitive,sarna-sensitive,Pruritus,pruritus,2022/05/25 14:48:28,2022/05/25 14:48:28
Humira,humira,Spondyloarthritis,spondyloarthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Valtrex,valtrex,Multiple Sclerosis,multiple-sclerosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Topamax,topamax,Smoking Cessation,smoking-cessation,2022/05/25 14:48:28,2022/05/25 14:48:28
Temodar,temodar,"Melanoma, Metastatic",melanoma-metastatic,2022/05/25 14:48:28,2022/05/25 14:48:28
Ery-Tab,ery-tab,Bronchitis,bronchitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Clozapine,clozapine,Paranoid Disorde,paranoid-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Zyprexa Zydis,zyprexa-zydis,Schizophrenia,schizophrenia,2022/05/25 14:48:28,2022/05/25 14:48:28
Perampanel,perampanel,Seizures,seizures,2022/05/25 14:48:28,2022/05/25 14:48:28
Krystexxa,krystexxa,Gout,gout,2022/05/25 14:48:28,2022/05/25 14:48:28
Fentanyl,fentanyl,Anesthesia,anesthesia,2022/05/25 14:48:28,2022/05/25 14:48:28
Biaxin,biaxin,Sinusitis,sinusitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Naphazoline / pheniramine,naphazoline-pheniramine,Eye Redness/Itching,eye-redness-itching,2022/05/25 14:48:28,2022/05/25 14:48:28
Complera,complera,9</span> users found this comment helpful.,9-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Uceris,uceris,Ulcerative Colitis,ulcerative-colitis,2022/05/25 14:48:28,2022/05/25 14:48:28
GoLYTELY,golytely,"Constipation, Chronic",constipation-chronic,2022/05/25 14:48:28,2022/05/25 14:48:28
Junel Fe 1 / 20,junel-fe-1-20,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Ropinirole,ropinirole,Periodic Limb Movement Disorde,periodic-limb-movement-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Testosterone,testosterone,Postpartum Breast Pain,postpartum-breast-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Orthovisc,orthovisc,10</span> users found this comment helpful.,10-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Golimumab,golimumab,Psoriatic Arthritis,psoriatic-arthritis,2022/05/25 14:48:28,2022/05/25 14:48:28
Megace ES,megace-es,Anorexia,anorexia,2022/05/25 14:48:28,2022/05/25 14:48:28
Yasmin,yasmin,Menstrual Disorders,menstrual-disorders,2022/05/25 14:48:28,2022/05/25 14:48:28
Fycompa,fycompa,Epilepsy,epilepsy,2022/05/25 14:48:28,2022/05/25 14:48:28
Factive,factive,Pneumonia,pneumonia,2022/05/25 14:48:28,2022/05/25 14:48:28
Itraconazole,itraconazole,Dermatophytosis,dermatophytosis,2022/05/25 14:48:28,2022/05/25 14:48:28
Beyaz,beyaz,1</span> users found this comment helpful.,1-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Amikacin,amikacin,Urinary Tract Infection,urinary-tract-infection,2022/05/25 14:48:28,2022/05/25 14:48:28
Depo-Provera,depo-provera,Amenorrhea,amenorrhea,2022/05/25 14:48:28,2022/05/25 14:48:28
Gabapentin,gabapentin,Vulvodynia,vulvodynia,2022/05/25 14:48:28,2022/05/25 14:48:28
Coumadin,coumadin,"Prosthetic Heart Valves, Tissue Valves - Thrombosis Prophylaxis",prosthetic-heart-valves-tissue-valves-thrombosis-prophylaxis,2022/05/25 14:48:28,2022/05/25 14:48:28
Solodyn,solodyn,Rosacea,rosacea,2022/05/25 14:48:28,2022/05/25 14:48:28
Zantac,zantac,Indigestion,indigestion,2022/05/25 14:48:28,2022/05/25 14:48:28
Apri,apri,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Bextra,bextra,Pain,pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Inderal,inderal,Arrhythmia,arrhythmia,2022/05/25 14:48:28,2022/05/25 14:48:28
Combigan,combigan,Intraocular Hypertension,intraocular-hypertension,2022/05/25 14:48:28,2022/05/25 14:48:28
Esterified estrogens / methyltestosterone,esterified-estrogens-methyltestosterone,Hot Flashes,hot-flashes,2022/05/25 14:48:28,2022/05/25 14:48:28
Bactrim DS,bactrim-ds,Sinusitis,sinusitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Biafine,biafine,Dry Skin,dry-skin,2022/05/25 14:48:28,2022/05/25 14:48:28
Piperacillin / tazobactam,piperacillin-tazobactam,Kidney Infections,kidney-infections,2022/05/25 14:48:28,2022/05/25 14:48:28
SymlinPen 60,symlinpen-60,"Diabetes, Type 1",diabetes-type-1,2022/05/25 14:48:28,2022/05/25 14:48:28
ProAmatine,proamatine,Postural Orthostatic Tachycardia Syndrome,postural-orthostatic-tachycardia-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
TriNessa,trinessa,1</span> users found this comment helpful.,1-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Vicodin ES,vicodin-es,Back Pain,back-pain,2022/05/25 14:48:28,2022/05/25 14:48:28
Minocin,minocin,Rosacea,rosacea,2022/05/25 14:48:28,2022/05/25 14:48:28
Enstilar,enstilar,Psoriasis,psoriasis,2022/05/25 14:48:28,2022/05/25 14:48:28
Lecithin,lecithin,Herbal Supplementation,herbal-supplementation,2022/05/25 14:48:28,2022/05/25 14:48:28
Nasonex,nasonex,Sinus Symptoms,sinus-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Diflorasone,diflorasone,Skin Rash,skin-rash,2022/05/25 14:48:28,2022/05/25 14:48:28
Acetaminophen / phenyltoloxamine,acetaminophen-phenyltoloxamine,Influenza,influenza,2022/05/25 14:48:28,2022/05/25 14:48:28
Cimetidine,cimetidine,GERD,gerd,2022/05/25 14:48:28,2022/05/25 14:48:28
Tambocor,tambocor,Ventricular Tachycardia,ventricular-tachycardia,2022/05/25 14:48:28,2022/05/25 14:48:28
Mucinex Fast-Max Night Time Cold & Flu,mucinex-fast-max-night-time-cold-flu,Cold Symptoms,cold-symptoms,2022/05/25 14:48:28,2022/05/25 14:48:28
Robaxin,robaxin,Opiate Withdrawal,opiate-withdrawal,2022/05/25 14:48:28,2022/05/25 14:48:28
Gildess Fe 1 / 20,gildess-fe-1-20,Abnormal Uterine Bleeding,abnormal-uterine-bleeding,2022/05/25 14:48:28,2022/05/25 14:48:28
Gemifloxacin,gemifloxacin,Bronchitis,bronchitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Mircette,mircette,Polycystic Ovary Syndrome,polycystic-ovary-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Mycophenolate mofetil,mycophenolate-mofetil,Systemic Lupus Erythematosus,systemic-lupus-erythematosus,2022/05/25 14:48:28,2022/05/25 14:48:28
Pantoprazole,pantoprazole,Duodenal Ulce,duodenal-ulce,2022/05/25 14:48:28,2022/05/25 14:48:28
Valium,valium,Meniere's Disease,meniere-s-disease,2022/05/25 14:48:28,2022/05/25 14:48:28
Lupron Depot,lupron-depot,Prostate Cance,prostate-cance,2022/05/25 14:48:28,2022/05/25 14:48:28
Depo-Provera,depo-provera,15</span> users found this comment helpful.,15-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Abilify,abilify,Post Traumatic Stress Disorde,post-traumatic-stress-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Doxepin,doxepin,Reflex Sympathetic Dystrophy Syndrome,reflex-sympathetic-dystrophy-syndrome,2022/05/25 14:48:28,2022/05/25 14:48:28
Canasa Pac,canasa-pac,Ulcerative Proctitis,ulcerative-proctitis,2022/05/25 14:48:28,2022/05/25 14:48:28
Topamax,topamax,Trigeminal Neuralgia,trigeminal-neuralgia,2022/05/25 14:48:28,2022/05/25 14:48:28
Uricalm,uricalm,46</span> users found this comment helpful.,46-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
Conestat alfa,conestat-alfa,Hereditary Angioedema,hereditary-angioedema,2022/05/25 14:48:28,2022/05/25 14:48:28
Ludiomil,ludiomil,Major Depressive Disorde,major-depressive-disorde,2022/05/25 14:48:28,2022/05/25 14:48:28
Stribild,stribild,0</span> users found this comment helpful.,0-span-users-found-this-comment-helpful-,2022/05/25 14:48:28,2022/05/25 14:48:28
